KO	Sample_s9c	Sample_s9B	Sample_s8c	Sample_s8B	Sample_s7c	Sample_s7B	Sample_s76c	Sample_s76B	Sample_s75c	Sample_s75B	Sample_s74c	Sample_s74B	Sample_s73c	Sample_s73B	Sample_s72c	Sample_s72B	Sample_s71C	Sample_s71B	Sample_s6c	Sample_s6B	Sample_s66c	Sample_s66B	Sample_s65c	Sample_s65B	Sample_s64c	Sample_s64B	Sample_s62c	Sample_s62B	Sample_s61c	Sample_s61B	Sample_s60c	Sample_s60B	Sample_s58c	Sample_s58B	Sample_s57c	Sample_s57B	Sample_s56c	Sample_s56B	Sample_s55c	Sample_s55B	Sample_s54c	Sample_s54B	Sample_s53c	Sample_s53B	Sample_s52c	Sample_s52B	Sample_s51c	Sample_s51B	Sample_s50c	Sample_s50B	Sample_s4c	Sample_s4B	Sample_s49c	Sample_s49B	Sample_s48c	Sample_s48B	Sample_s46c	Sample_s46B	Sample_s45c	Sample_s45B	Sample_s42c	Sample_s42B	Sample_s39c	Sample_s39B	Sample_s38c	Sample_s38B	Sample_s37c	Sample_s37B	Sample_s36c	Sample_s36B	Sample_s35c	Sample_s35B	Sample_s34c	Sample_s34B	Sample_s33c	Sample_s33B	Sample_s32c	Sample_s32B	Sample_s31c	Sample_s31B	Sample_s30c	Sample_s30B	Sample_s2c	Sample_s2B	Sample_s29c	Sample_s29B	Sample_s28c	Sample_s28B	Sample_s24c	Sample_s24B	Sample_s22c	Sample_s22B	Sample_s21c	Sample_s21B	Sample_s19c	Sample_s19B	Sample_s18c	Sample_s18B	Sample_s16c	Sample_s16B	Sample_s15c	Sample_s15B	Sample_s14c	Sample_s14B	Sample_s13c	Sample_s13B	Sample_s11c	Sample_s11B	Sample_s10c	Sample_s10B
K06398	0.000335767	0.000420799	0.000320908	0.000378659	0.000332953	0.000354661	0.000257468	0.000242474	0.000265303	0.000301091	0.000355353	0.000469442	0.000394427	0.000268368	0.000395756	0.000373378	0.000465553	0.000332796	0.000329775	0.000387529	0.000249024	0.000182181	0.000391426	0.000294469	0.000439284	0.000314866	0.000330785	0.000292953	0.00028104	0.000434389	0.000286406	0.000357692	0.000431661	0.000280836	0.000405817	0.00035965	0.000331568	0.000390293	0.00036492	0.000370858	0.000298624	0.000303558	0.000351745	0.000385709	0.000439303	0.000343299	0.000397944	0.000325504	0.000475769	0.000443967	0.000384152	0.000381501	0.000454881	0.000264676	0.00029977	0.0001328	0.000180831	0.000316669	0.000315541	0.000142715	0.000315748	0.00032968	0.000252532	0.000414783	0.000210148	0.00014081	0.000197252	0.000321433	0.000197694	0.000236323	0.000401498	0.00037343	0.000266477	0.000314432	0.000198737	0.00019577	0.000175522	0.000258575	0.000277609	0.000304462	0.000174276	0.000321011	0.000374756	0.000310051	0.000243227	0.000360535	0.000249653	0.000290546	0.000311726	0.000257322	0.000303978	0.000436781	0.000246589	0.000225047	0.000297496	0.000312246	0.000335987	0.00024996	0.000377847	0.000291997	0.000354864	0.000390743	0.00044484	0.000542868	0.000351949	0.000397682	0.000385254	0.000348519	0.000288028	0.000287885
K06397	0.000309945	0.000408939	0.000380601	0.000315093	0.000232863	0.00025546	0.000173869	0.000164168	0.000238143	0.000255837	0.00029561	0.000395894	0.000327198	0.00021661	0.000309094	0.000322304	0.000348266	0.000263875	0.000291867	0.000360857	0.000165941	0.000129202	0.000319145	0.000259823	0.000392883	0.000250324	0.000332434	0.000260763	0.000237206	0.000323136	0.000253621	0.000308388	0.000390432	0.000209514	0.000362852	0.00031668	0.000262438	0.000289892	0.000286197	0.000273283	0.000244659	0.000250517	0.000243149	0.000346112	0.00037265	0.000280101	0.000382544	0.000298906	0.000432978	0.000294781	0.000286908	0.000262123	0.00038598	0.000247771	0.000206808	0.000118127	0.000154323	0.000254898	0.000222449	0.000124317	0.00025728	0.000240049	0.000194692	0.000300553	0.000161023	0.00012704	0.000149205	0.000275088	0.000167084	0.000220915	0.000341712	0.000319913	0.000208278	0.000230597	0.00011194	0.000174665	0.000162779	0.000213262	0.000203698	0.000271481	0.000152887	0.000214262	0.000312672	0.000209606	0.000154965	0.000306339	0.000156784	0.0002753	0.000219514	0.000195449	0.000263324	0.000412148	0.000241887	0.00020751	0.000243715	0.000251913	0.000231078	0.000142556	0.000355727	0.000275769	0.000200535	0.000336176	0.000390366	0.000435179	0.000328106	0.000304804	0.00030514	0.000291807	0.000201142	0.000211848
K06396	0.000282368	0.00037234	0.000368795	0.000269936	0.000242001	0.000250281	0.000107568	5.80553E-05	0.000190841	0.000230251	0.000299393	0.000337499	0.00027177	0.000235792	0.000288342	0.000312408	0.000220715	0.000169483	0.000246303	0.000313921	0.000165316	0.000119294	0.000217791	0.000197111	0.000343345	0.000207985	0.000299766	0.000256684	0.000228144	0.000267594	0.000209199	0.000316829	0.000343292	0.000208337	0.0003347	0.000290157	0.000211606	0.000267385	0.000218478	0.000199927	0.00024192	0.000174415	0.000218889	0.000285808	0.000330109	0.000264084	0.000379174	0.000296003	0.000329582	0.000219223	0.000229298	0.000212274	0.00036015	0.000240337	0.000185332	0.000107028	0.000108882	0.000211985	0.000204092	0.000119306	0.000232875	0.000221775	0.000197733	0.000294944	0.000167929	0.000106364	0.000162583	0.000243395	0.000154657	0.000214908	0.00011217	0.000291935	0.000176826	0.000243938	0.000118944	0.000126645	0.000143201	0.000199184	0.000145224	0.000228905	8.39349E-05	0.000154969	0.000197275	0.000187012	0.000132333	0.000283684	0.000144977	0.000257563	0.00021244	0.000159819	0.00023928	0.000368723	0.000206768	0.000200052	0.000179799	0.000213811	0.000223782	0.000125342	0.00029289	0.000210424	0.000228809	0.000314071	0.000364482	0.000303266	0.000273543	0.000254054	0.00028302	0.000247597	0.00017965	0.000186803
K06394	0.000246577	0.000375389	0.000370414	0.000304472	0.00023096	0.000226467	9.16477E-05	6.7211E-05	0.000109848	0.000195287	0.000326376	0.000352262	0.000285709	0.000218584	0.000316238	0.000321406	0.000286053	0.000185673	0.000272387	0.000320503	0.0001715	0.00010812	0.000221975	0.000185299	0.000342733	0.000238377	0.000286906	0.000254665	0.000210171	0.00026915	0.000249737	0.000330616	0.000355298	0.000237954	0.000297406	0.000277932	0.000258851	0.000282973	0.000272629	0.000232287	0.000247731	0.000239424	0.000249246	0.000301249	0.000364931	0.000268253	0.00038332	0.000314803	0.000382341	0.000302862	0.000251285	0.000260278	0.000338326	0.000213088	0.000199592	8.49553E-05	0.000109702	0.000203154	0.000224982	0.000115437	0.000237228	0.00025661	0.00019322	0.000256739	0.00013396	8.76097E-05	0.000153416	0.000276147	0.000150818	0.000199834	0.000122432	0.000312316	0.000196116	0.000246339	0.000135207	0.000125165	0.000114075	0.000197889	0.000157827	0.000189144	7.98107E-05	0.000161672	0.000208843	0.00019532	0.000140672	0.000251802	0.000160092	0.000226912	0.000275655	0.000167526	0.000244557	0.000363271	0.000172795	0.00019271	0.00022168	0.00022619	0.000233826	0.000141396	0.000275976	0.000234341	0.000223443	0.000371173	0.000347303	0.00031501	0.000299171	0.000319478	0.000263976	0.000197807	0.000183121	0.000192786
K06393	0.000215868	0.000355901	0.000371104	0.000341992	0.000286357	0.000277085	0.000198373	0.000185017	0.000242669	0.000200465	0.000320768	0.00036807	0.000259679	0.000156697	0.000322436	0.000250944	0.000356049	0.00030875	0.000282011	0.000346033	0.000199989	0.000136655	0.000361315	0.000273466	0.000397861	0.000288378	0.000331479	0.000221542	0.000234606	0.000300734	0.000238806	0.00031785	0.000303268	0.000239137	0.000384984	0.00031712	0.000277142	0.000307828	0.000301705	0.000288641	0.000262044	0.000259507	0.000310648	0.000335191	0.000344587	0.000251528	0.000317992	0.000249676	0.000438523	0.000333642	0.000316628	0.000305419	0.000410553	0.000233722	0.00027196	0.000131111	0.000160189	0.000259889	0.000312708	0.000133332	0.000274523	0.000293637	0.000247516	0.000344904	0.000221315	0.000124702	0.000185044	0.000264961	0.000189389	0.000229595	0.000351733	0.000270694	0.00024623	0.000255177	0.000154293	0.000174619	0.000196366	0.000145354	0.000229786	0.000288592	0.000169007	0.000228519	0.000264141	0.000243682	0.00019574	0.000345635	0.000236646	0.000268326	0.000230387	0.000233909	0.000285274	0.000405834	0.00023261	0.000225127	0.000271767	0.000283455	0.000279605	0.000191861	0.000324989	0.000190118	0.000265935	0.000290884	0.000383861	0.000335388	0.000291707	0.000320867	0.000345826	0.000300546	0.00019097	0.00019829
K06392	0.000318013	0.000439892	0.000425486	0.000353499	0.000329496	0.000281305	0.000201358	0.000185611	0.000245265	0.000268409	0.000374168	0.00042561	0.000323901	0.000265223	0.000353647	0.000367843	0.000379402	0.000317559	0.000313963	0.000381412	0.000198648	0.000138277	0.000361968	0.00027567	0.000405653	0.000306726	0.000333407	0.000279277	0.000286834	0.00035709	0.00027265	0.000363051	0.000412103	0.000272708	0.000391517	0.000345471	0.000294088	0.000318468	0.000314282	0.000291029	0.000290544	0.000300039	0.000326624	0.000375495	0.00041767	0.00031741	0.000428841	0.000347084	0.000440191	0.000336857	0.00032078	0.000311091	0.000426776	0.000262331	0.00027196	0.000131012	0.000163904	0.000262641	0.000317242	0.000140949	0.000277621	0.000294232	0.000256661	0.000354867	0.000225709	0.000141971	0.000187936	0.00031506	0.00019617	0.000235357	0.000351733	0.000353707	0.000246703	0.000278982	0.00016083	0.000187945	0.000196366	0.000228025	0.000235791	0.000289985	0.000169795	0.000229361	0.000265648	0.000243909	0.000196863	0.000348264	0.000243429	0.000289957	0.000289348	0.000247789	0.000300726	0.000439237	0.00023304	0.000225127	0.00027297	0.000298675	0.000282446	0.000191861	0.000386881	0.000276256	0.000265935	0.000419501	0.000446442	0.000358467	0.000357147	0.000396109	0.000353066	0.000300546	0.000237729	0.000229799
K06391	9.16232E-05	0.000123876	0.000158373	0.000139542	0.000145393	0.000112336	3.66846E-05	2.02172E-05	5.93672E-05	5.06195E-05	0.000120397	0.000176971	0.000103577	6.8302E-05	0.000138295	0.000148007	0.000113076	8.50566E-05	0.000110567	0.000122035	7.94558E-05	3.15284E-05	0.000103274	7.95234E-05	0.000192256	0.000125909	9.5692E-05	0.000112123	6.23283E-05	0.000127722	0.000108156	0.000119577	9.96248E-05	0.000107537	0.000154174	0.000121456	9.13307E-05	0.000136743	9.93684E-05	7.59168E-05	8.31666E-05	8.55892E-05	9.39501E-05	9.7412E-05	0.000158176	8.27241E-05	0.000126225	0.00011251	0.000180726	0.000125699	0.000105066	7.27476E-05	0.000151634	8.49696E-05	0.000194515	6.67659E-05	8.65167E-05	9.13244E-05	0.000221849	3.79174E-05	0.000211975	0.000129883	0.000143527	0.000153617	0.000129888	5.40219E-05	0.000101587	0.000115333	0.000109162	5.29709E-05	0.000111444	0.000153307	0.000145105	0.000100427	8.2982E-05	5.77397E-05	0.000137327	4.84217E-05	8.71858E-05	7.80794E-05	6.12078E-05	5.80868E-05	9.48823E-05	9.94109E-05	0.000113108	0.000123742	8.4319E-05	0.000146088	0.000124768	8.49709E-05	0.000123815	0.000152143	8.31453E-05	6.26382E-05	9.82024E-05	0.000111667	0.00010493	3.52316E-05	0.000134334	7.78411E-05	8.3159E-05	0.000150557	0.000148064	0.000170997	0.000135125	0.000175254	0.000127612	9.10721E-05	5.29773E-05	9.78668E-05
K06390	0.000316412	0.000460223	0.000434313	0.000369465	0.000330183	0.000317129	0.000204476	0.000185193	0.000244061	0.000262425	0.000377671	0.00044807	0.000339202	0.000264463	0.000367621	0.00039711	0.000404675	0.000343089	0.000312017	0.000388698	0.000198673	0.000137995	0.000366469	0.00027567	0.000422503	0.000342451	0.0003602	0.000279277	0.000290189	0.000369883	0.000283755	0.000374475	0.000418359	0.000284351	0.000401329	0.000361143	0.00031163	0.000315291	0.000337204	0.000299685	0.000300454	0.000322105	0.000342522	0.000381441	0.000425726	0.000324346	0.000434058	0.000365094	0.000442198	0.000347554	0.000327471	0.000310726	0.000428567	0.000262331	0.000271026	0.000132343	0.000163904	0.000266556	0.000317242	0.000140949	0.000276923	0.000329587	0.000256661	0.000354023	0.000225709	0.000141971	0.000187936	0.000326261	0.00019617	0.000235357	0.000351733	0.000362526	0.000246703	0.000283935	0.00016083	0.000186872	0.000196366	0.000236352	0.000233179	0.00029071	0.000169795	0.000227969	0.000268729	0.000265112	0.000196863	0.000354841	0.000243429	0.00028919	0.000312042	0.000249256	0.000299859	0.000438911	0.000230045	0.000224544	0.000285702	0.000302251	0.000291376	0.000192312	0.000385961	0.000276256	0.000265265	0.000454127	0.000456429	0.000376114	0.000372986	0.00045083	0.000358699	0.000300546	0.000245443	0.000236541
K06387	0.000198886	0.000257312	0.000355893	0.000316788	0.000200481	0.000223755	0.000240339	0.000225644	0.000266682	0.000206541	0.000331235	0.000416998	0.000299403	0.000126154	0.000277971	0.000212862	0.000389563	0.000281784	0.000260883	0.000230318	0.000197468	0.000157866	0.000330864	0.000232102	0.000276301	0.000268621	0.000318845	0.000155801	0.000216031	0.000381102	0.000234861	0.000220311	0.000263871	0.000202569	0.000310936	0.000267412	0.000277569	0.000270322	0.000282191	0.000293938	0.000216325	0.000264097	0.00025504	0.000238848	0.000308028	0.000220786	0.000306304	0.000261795	0.000377001	0.00037649	0.000294239	0.000323436	0.000307755	0.000182059	0.000165473	0.000111731	0.000119377	0.000267111	0.000154927	9.67846E-05	0.000200571	0.000233501	0.000165643	0.000268972	0.000142018	0.000105387	0.000135007	0.000253623	0.000143635	0.000150808	0.000349083	0.000327183	0.000179543	0.00022926	0.000137993	0.000145085	0.000104805	0.000120404	0.000214988	0.000209379	0.000134399	0.00026879	0.000359406	0.000234796	0.000158682	0.000226158	0.000206631	0.000234277	0.000235689	0.000198294	0.000265433	0.000335523	0.000216997	0.000154596	0.000264709	0.000234203	0.000299725	0.000209864	0.000286596	0.000180946	0.000285977	0.000280704	0.000301458	0.000429114	0.000283766	0.000294188	0.000273047	0.000226725	0.000225611	0.000197408
K06385	0.000337542	0.000388164	0.000414519	0.000270052	0.000297884	0.000236039	0.00019453	0.000111997	0.000229116	0.000244044	0.000296991	0.000399988	0.000335432	0.000220458	0.000319829	0.000289629	0.000313402	0.000188868	0.000267826	0.000339492	0.000181941	0.00011652	0.000241469	0.000241257	0.000379406	0.000231547	0.000347436	0.000260823	0.000328115	0.000312811	0.000271923	0.000294613	0.000368618	0.000197947	0.000365616	0.00025282	0.000270933	0.000254128	0.000281972	0.000252561	0.00022884	0.00021948	0.000289713	0.000268885	0.00039354	0.000256435	0.000417661	0.000293462	0.000419555	0.000295196	0.000326753	0.000260554	0.000421728	0.000218614	0.000174153	0.000119533	0.000116365	0.00023802	0.000219527	0.00012299	0.000273242	0.000259178	0.000195243	0.000303722	0.000155879	0.000114083	0.00013303	0.000246952	0.000168217	0.000198682	0.000110193	0.000337814	0.000191314	0.000246309	0.000100526	0.000117447	0.000101602	0.000205201	0.000146043	0.000242531	0.000132448	0.00018551	0.000279296	0.000190997	0.000173966	0.000290115	9.63924E-05	0.000206984	0.000269433	0.000186801	0.000246402	0.000343938	0.000189091	0.00019745	0.000208161	0.000220614	0.000197281	0.000115285	0.000365405	0.000282142	0.000183477	0.00031621	0.000396852	0.000470377	0.000328568	0.000306479	0.000277421	0.000243672	0.000201777	0.000179317
K06383	0.000263114	0.000292335	0.000365752	0.000242831	0.000277906	0.000219565	0.000163662	0.000119459	0.000171619	0.0002219	0.000261251	0.000321807	0.000287446	0.000217048	0.000267452	0.000303413	0.000325751	0.000193799	0.000232035	0.000273266	0.000150281	9.20886E-05	0.000235209	0.000214054	0.000240785	0.000188071	0.000350539	0.000213878	0.000224532	0.000255783	0.000205989	0.000166882	0.000307043	0.000224167	0.000244325	0.0002213	0.000251066	0.000250685	0.000227835	0.000187412	0.000194873	0.000216151	0.00024106	0.000264754	0.000273017	0.000206081	0.000345278	0.000276895	0.000261381	0.000193919	0.00023361	0.000240326	0.00034335	0.000185318	0.00020835	9.90544E-05	8.05606E-05	0.000178146	0.000256928	9.35946E-05	0.000250883	0.000187855	0.000209911	0.000194745	0.000170728	9.89788E-05	0.00011294	0.0002192	0.000165372	0.000164894	7.09831E-05	0.000286318	0.000181228	0.000180475	9.47879E-05	9.04088E-05	0.000159532	0.00018465	0.000133513	0.000159143	0.000138052	0.000140634	0.000260782	0.000181159	0.000185358	0.000212244	0.000125278	0.00022702	0.00025481	0.000184047	0.000194771	0.000267144	0.00022617	0.000135246	0.000185681	0.000154264	0.000238041	0.000158054	0.00026968	0.00020606	0.000165827	0.000345466	0.000300255	0.00038573	0.000270447	0.000306865	0.000244378	0.00016933	0.000188981	0.000136573
K06382	0.000170037	0.000258653	0.000241279	0.000275633	0.000276535	0.000214869	0.00013165	0.000103128	0.000131176	0.000156367	0.000185554	0.000285688	0.00012798	0.00010019	0.000196509	0.000157234	0.000229486	0.000137785	0.000166828	0.000258564	0.000103083	9.15753E-05	0.00019399	0.000183075	0.00031338	0.000161636	0.0001569	0.000178234	0.000162179	0.00015886	0.000155132	0.000227235	0.000187742	0.0001301	0.000297813	0.000218078	0.00017428	0.000231015	0.000203288	0.000213782	0.000140722	0.000131276	0.000194512	0.000222076	0.000261084	0.000179944	0.00024456	0.000160758	0.000337246	0.000218072	0.000245829	0.000189554	0.000297244	0.00015598	0.000181698	0.000103563	0.000106296	0.000170775	0.000201988	9.49599E-05	0.000255416	0.000187026	0.000170811	0.000290065	0.000144464	9.01884E-05	0.000131691	0.000170943	0.000151617	0.000170886	0.00011385	0.000195109	0.000201002	0.000174189	0.00010371	0.000106138	0.00010278	9.90563E-05	0.000141199	0.000221994	0.000117369	0.000161312	0.000135239	0.000160851	0.000179232	0.000258117	9.60599E-05	0.000227241	0.000125476	0.000166086	0.000192789	0.000236366	0.000116693	0.000167058	0.000144631	0.00017425	0.00014624	7.48076E-05	0.000243393	0.000126817	0.000177145	0.000132151	0.000255957	0.000250592	0.000190728	0.000164872	0.000214785	0.000232846	0.000115329	0.000159997
K06381	0.001258667	0.001264063	0.001441003	0.001172894	0.001201575	0.00107439	0.001124502	0.000995605	0.001046328	0.001028865	0.001250536	0.001273818	0.001129324	0.001014748	0.00131713	0.001192787	0.001260228	0.001184623	0.001278485	0.001248777	0.001142357	0.00091066	0.001207737	0.001078088	0.001302973	0.001134314	0.00140802	0.001132356	0.001156738	0.001160195	0.00119836	0.001162218	0.001212129	0.001079754	0.001251949	0.001122442	0.001167168	0.001177895	0.001250922	0.001207611	0.001135079	0.001196405	0.001198931	0.001198864	0.001213027	0.001076544	0.001321896	0.00111186	0.001472331	0.001279692	0.001306334	0.001162503	0.001418251	0.001031827	0.001175057	0.000961004	0.000970813	0.00108121	0.001118273	0.000948125	0.001200782	0.001163807	0.00109669	0.001213578	0.001004211	0.000868389	0.00095127	0.001144883	0.001062534	0.001081251	0.001008898	0.001139392	0.001086592	0.001103933	0.001021934	0.000929568	0.001002487	0.00100903	0.001081995	0.001101577	0.001000145	0.00113622	0.001148877	0.001053583	0.001103237	0.001261811	0.000985035	0.001091694	0.001213014	0.0010632	0.001121779	0.001229421	0.001219386	0.001073043	0.001200835	0.001110424	0.001141158	0.00095682	0.00121699	0.001033055	0.001236983	0.001178284	0.001300066	0.001303078	0.001218136	0.001197977	0.001306401	0.0011532	0.001142402	0.001054586
K06379	0.000318433	0.000439892	0.000416714	0.000353714	0.00033052	0.000279603	0.000227774	0.000241442	0.00025497	0.000304176	0.000375192	0.000424524	0.000324688	0.000264608	0.000356504	0.000370213	0.000391206	0.000317726	0.00031503	0.00037792	0.000250279	0.000181861	0.000402906	0.000286334	0.000417457	0.000308183	0.000334345	0.000293205	0.000279609	0.000413978	0.000272043	0.000361768	0.000426398	0.000282339	0.000393496	0.000340551	0.000322543	0.000361501	0.000333561	0.000348916	0.000304737	0.000299921	0.000344531	0.00037387	0.000434159	0.000344583	0.000428061	0.000346017	0.000416999	0.000432312	0.000387457	0.000370824	0.000467628	0.000258806	0.000253596	0.000133724	0.000172489	0.000283155	0.000287875	0.000138528	0.000309917	0.000325431	0.0002266	0.000406963	0.000197214	0.000141747	0.000182865	0.000316315	0.000172472	0.000243814	0.000379286	0.000351387	0.000241736	0.000314575	0.000180614	0.000194627	0.00017226	0.000241664	0.00027561	0.000298672	0.000165713	0.000314978	0.000293334	0.000272268	0.0002686	0.000358043	0.000237634	0.000290594	0.000297546	0.000258504	0.000301191	0.000430302	0.000236324	0.000227995	0.000289901	0.000305353	0.000328537	0.000243654	0.00038681	0.000276767	0.000352308	0.000419929	0.000446055	0.000367042	0.000360875	0.000398644	0.000367294	0.000337852	0.000283376	0.000292431
K06378	0.000327514	0.000448087	0.000429921	0.000393889	0.00033273	0.000286366	0.000241576	0.000247623	0.00026077	0.000311379	0.00039143	0.000432543	0.000340101	0.000279713	0.000368337	0.000385942	0.000426211	0.000330978	0.000332217	0.00038972	0.000258325	0.000184584	0.000415804	0.000291739	0.000427904	0.000315205	0.000346117	0.000310538	0.000294543	0.00041895	0.000297964	0.000398826	0.000436017	0.000294769	0.00040932	0.000345994	0.000335287	0.000403981	0.000369565	0.000357731	0.00031323	0.000305928	0.000369471	0.000390292	0.00044117	0.000357096	0.000445977	0.000353769	0.000429158	0.000442333	0.000397479	0.000377234	0.000474084	0.000269577	0.000270178	0.000136165	0.000217023	0.000289873	0.000294025	0.000144258	0.000340938	0.000328087	0.000255688	0.000423943	0.000206384	0.000144333	0.000201622	0.000326139	0.000232275	0.000250328	0.000576003	0.00036123	0.000298263	0.000331	0.000224054	0.000207377	0.000178493	0.000247464	0.000303831	0.000311272	0.000191227	0.000327966	0.000320552	0.000277484	0.000293972	0.000359482	0.000250974	0.000292043	0.000310232	0.0002762	0.000319633	0.000460928	0.000243878	0.000232228	0.000299249	0.000316758	0.000338985	0.000254886	0.000395586	0.000281937	0.000375039	0.000424905	0.000464329	0.000377552	0.000380927	0.00041005	0.00040415	0.000342051	0.000289295	0.000300805
K06374	0.000368342	0.000448698	0.00041956	0.000363374	0.000299348	0.000270106	0.000249639	0.000200791	0.000233358	0.000254639	0.000407416	0.00053053	0.00039554	0.000243311	0.000425091	0.000400448	0.000429123	0.000364518	0.000352406	0.000374491	0.000226813	0.000165231	0.000365969	0.000249445	0.000444887	0.000384244	0.000352577	0.000282889	0.000252795	0.000425831	0.000275299	0.00037333	0.000389666	0.000271717	0.000352133	0.000332966	0.000302254	0.000295949	0.00032674	0.000341484	0.000327331	0.000376283	0.000306941	0.000342065	0.00049382	0.00033877	0.000385523	0.000367134	0.000448554	0.000415692	0.000345692	0.000338803	0.00039935	0.000229748	0.000256146	0.000137178	0.000173381	0.00032762	0.00028627	0.000138068	0.000295402	0.000343168	0.000222209	0.000370113	0.000193071	0.000121377	0.000228109	0.000304727	0.000175396	0.000203987	0.000381727	0.000439975	0.000236747	0.000300031	0.000191199	0.000185461	0.000138327	0.000224183	0.000258135	0.000261037	9.92456E-05	0.000309597	0.000362025	0.000266305	0.00021947	0.000342007	0.000222545	0.000260771	0.000346331	0.000215759	0.000307671	0.000401783	0.000241263	0.000177019	0.00032603	0.000323367	0.000278026	0.000213959	0.000344717	0.00027993	0.000362962	0.000418635	0.000404417	0.000404665	0.000373798	0.000419501	0.000355838	0.000295379	0.000314396	0.000289838
K06373	0.000373695	0.000439435	0.000419344	0.000356733	0.000313787	0.000314858	0.00024682	0.000205496	0.000212939	0.000269976	0.000404155	0.000447894	0.000394373	0.000260017	0.000459661	0.00037643	0.000418882	0.000340756	0.000353887	0.000404571	0.000234838	0.000187953	0.000370297	0.000263436	0.00047747	0.000379704	0.000345398	0.000328339	0.000253496	0.000417605	0.000272387	0.000435229	0.00039357	0.000253308	0.000349448	0.000327775	0.000288329	0.000338629	0.00031397	0.000354816	0.000331954	0.000360185	0.000297629	0.000346459	0.000498081	0.00038464	0.000409021	0.000332134	0.000446726	0.000412341	0.00034221	0.000340652	0.000397846	0.000256478	0.000247352	0.000137262	0.000192502	0.000322906	0.000293618	0.000172665	0.000300571	0.000338498	0.000221647	0.00039818	0.000192184	0.000131328	0.000234984	0.000297099	0.000169217	0.000241687	0.000381727	0.000365894	0.000234903	0.000315755	0.000192981	0.000187869	0.000138327	0.000238561	0.00026312	0.000291738	9.92673E-05	0.00030925	0.00036171	0.000284858	0.000217741	0.000362401	0.00022196	0.000266678	0.000329528	0.000249277	0.000325705	0.000413959	0.000253605	0.00022286	0.000308387	0.000333867	0.000271784	0.000220129	0.000348141	0.000285175	0.000386072	0.000397411	0.000421946	0.000388676	0.000364555	0.000388339	0.000359576	0.000315065	0.00030864	0.000299222
K06346	0.000368155	0.000441855	0.000457754	0.000343609	0.000308171	0.000247354	0.000252286	0.000275379	0.000391968	0.000321484	0.000387515	0.000460906	0.000394418	0.000355786	0.000360003	0.000370203	0.000451032	0.000318157	0.000320218	0.000349353	0.000248371	0.000188624	0.00039377	0.000260587	0.000386378	0.000289599	0.000333766	0.000271985	0.000473182	0.000434296	0.000309069	0.000282728	0.000420741	0.000264262	0.00037671	0.000339021	0.000332048	0.000339243	0.000350512	0.000361217	0.000293979	0.000315476	0.000347802	0.000355832	0.00039756	0.000332119	0.000430896	0.000336328	0.000449863	0.000425568	0.000369179	0.000378408	0.000387917	0.000233861	0.000232392	0.000131919	0.000172667	0.00030598	0.00027977	0.000116356	0.000279257	0.000297731	0.000222452	0.000399242	0.000216598	0.000217935	0.000332642	0.000325841	0.000151222	0.000196455	0.000366483	0.000374166	0.000183269	0.000316687	0.000176012	0.000186156	0.000263459	0.000240478	0.000261641	0.000295056	0.000261076	0.000325995	0.00039018	0.000247014	0.000238479	0.000321051	0.000283025	0.000374808	0.00031113	0.000246059	0.00034509	0.000431719	0.0002624	0.000186739	0.000291493	0.000304935	0.000309955	0.00023338	0.000384139	0.000308245	0.000334392	0.000418474	0.000423408	0.000504616	0.000430267	0.000386243	0.000359302	0.000347484	0.000444057	0.000307701
K06334	0.000374921	0.000520128	0.000504196	0.000440252	0.000383651	0.000382979	0.000251489	0.000248784	0.000275147	0.000372974	0.000390254	0.000490663	0.000370385	0.000277495	0.000396981	0.000391496	0.000408511	0.000281272	0.000338065	0.000412469	0.000276772	0.000195635	0.000330433	0.000302685	0.000520664	0.000326467	0.000388588	0.000335217	0.000332275	0.000451694	0.000332524	0.000375666	0.000480927	0.000304974	0.000455283	0.000371014	0.000363512	0.000335229	0.000368503	0.000362053	0.000296622	0.000291129	0.000377368	0.000361924	0.000542192	0.000374281	0.000529498	0.000382461	0.0005418	0.00048872	0.000450689	0.000353787	0.000433611	0.000254875	0.000293937	0.000156397	0.000218863	0.000322609	0.000370787	0.000150734	0.000391199	0.000305772	0.000281854	0.000461232	0.000259089	0.000148371	0.00022113	0.000353358	0.000213169	0.000233609	0.000180416	0.000429935	0.000280552	0.000324931	0.000173035	0.000156644	0.000218165	0.000245324	0.000241213	0.00031594	0.000229875	0.000318661	0.000360569	0.000282534	0.000285152	0.000304823	0.000165272	0.000336368	0.000335679	0.000301226	0.00033275	0.000458059	0.000283963	0.000224039	0.000292232	0.000287751	0.00038292	0.000216592	0.000442914	0.000345641	0.000358819	0.000428275	0.000517631	0.000588124	0.000430268	0.000438893	0.000375213	0.00040119	0.000310978	0.000319979
