KO	Sample_s9c	Sample_s9B	Sample_s8c	Sample_s8B	Sample_s7c	Sample_s7B	Sample_s76c	Sample_s76B	Sample_s75c	Sample_s75B	Sample_s74c	Sample_s74B	Sample_s73c	Sample_s73B	Sample_s72c	Sample_s72B	Sample_s71C	Sample_s71B	Sample_s6c	Sample_s6B	Sample_s66c	Sample_s66B	Sample_s65c	Sample_s65B	Sample_s64c	Sample_s64B	Sample_s62c	Sample_s62B	Sample_s61c	Sample_s61B	Sample_s60c	Sample_s60B	Sample_s58c	Sample_s58B	Sample_s57c	Sample_s57B	Sample_s56c	Sample_s56B	Sample_s55c	Sample_s55B	Sample_s54c	Sample_s54B	Sample_s53c	Sample_s53B	Sample_s52c	Sample_s52B	Sample_s51c	Sample_s51B	Sample_s50c	Sample_s50B	Sample_s4c	Sample_s4B	Sample_s49c	Sample_s49B	Sample_s48c	Sample_s48B	Sample_s46c	Sample_s46B	Sample_s45c	Sample_s45B	Sample_s42c	Sample_s42B	Sample_s39c	Sample_s39B	Sample_s38c	Sample_s38B	Sample_s37c	Sample_s37B	Sample_s36c	Sample_s36B	Sample_s35c	Sample_s35B	Sample_s34c	Sample_s34B	Sample_s33c	Sample_s33B	Sample_s32c	Sample_s32B	Sample_s31c	Sample_s31B	Sample_s30c	Sample_s30B	Sample_s2c	Sample_s2B	Sample_s29c	Sample_s29B	Sample_s28c	Sample_s28B	Sample_s24c	Sample_s24B	Sample_s22c	Sample_s22B	Sample_s21c	Sample_s21B	Sample_s19c	Sample_s19B	Sample_s18c	Sample_s18B	Sample_s16c	Sample_s16B	Sample_s15c	Sample_s15B	Sample_s14c	Sample_s14B	Sample_s13c	Sample_s13B	Sample_s11c	Sample_s11B	Sample_s10c	Sample_s10B
K23509	0.000330146	0.000424334	0.000197096	0.000182286	0.000239417	0.000197006	2.57199E-05	3.996E-05	6.52891E-05	0.000211792	0.000169176	0.00027066	0.000216438	0.000312153	0.000228192	0.000353039	0.000178427	0.000133441	0.000164023	0.000385771	0.000122475	9.60404E-05	0.000156191	0.000172327	0.000344506	0.000132411	0.000123759	0.000312306	0.000188425	0.000165961	0.000137567	0.00036769	0.000365707	0.000142307	0.000254907	0.00028318	0.000133203	0.000189505	8.18516E-05	0.000149075	0.000158629	0.000141431	0.000166582	0.000434725	0.000321529	0.000275355	0.000309156	0.00026936	0.0001665	0.000164233	0.000162939	0.000132642	0.000277943	0.000244365	0.00011145	5.07048E-05	9.33382E-05	0.000140931	0.000155055	0.000128285	0.00018586	0.000190194	0.000128185	0.000295009	4.67598E-05	8.45168E-05	0.000116907	0.000230416	0.000188009	0.000267729	7.88243E-05	0.000251204	0.000244491	0.000149445	0.000108528	0.000138333	3.79257E-05	0.000244745	8.23883E-05	0.000174204	2.42316E-05	0.000158044	8.20323E-05	0.000125613	0.000139972	0.000303322	6.58265E-05	0.000195886	0.000161054	0.000102097	0.000130546	0.000249516	9.11931E-05	0.000262302	9.69499E-05	0.000220644	9.57397E-05	8.3717E-05	0.000211951	0.000251353	0.000163288	0.000303424	0.000316709	0.000215987	0.000233719	0.000244366	0.000236188	0.000291462	0.000162292	0.000282976
K23508	0.0003086	0.000358512	0.000186503	0.000157009	0.00013872	0.000174305	2.20922E-05	3.27018E-05	5.92982E-05	0.000203282	0.000149051	0.000258303	0.000185155	0.000287961	0.000219999	0.000335582	0.000150115	0.000122608	0.000149369	0.000385713	0.000100513	8.63943E-05	0.000146125	0.000170464	0.000246355	0.00011287	0.000135725	0.000295905	0.000182428	0.000147161	0.000117476	0.000333796	0.00032731	0.000127904	0.000219267	0.000262483	0.000116505	0.000124747	6.70437E-05	0.000124309	0.000144625	0.000126351	0.000131002	0.000398797	0.000293778	0.000256	0.000276111	0.000247535	0.000153887	0.000136109	0.000148169	0.000140008	0.000309439	0.000247476	9.17801E-05	4.74846E-05	8.32925E-05	0.000128753	0.000132971	0.000124517	0.000174308	0.000203846	9.73576E-05	0.000230519	4.02924E-05	7.72006E-05	0.000109558	0.000198654	0.000133676	0.000268754	0.000100798	0.000227723	0.000228501	0.000140612	9.81269E-05	0.000134797	3.12448E-05	0.000234081	7.44942E-05	0.000165226	2.11902E-05	0.000138265	6.59874E-05	0.000114972	0.000121745	0.000306823	5.82321E-05	0.000152874	0.000147763	9.22971E-05	0.000119491	0.000233785	8.59022E-05	0.000248565	7.70975E-05	0.000165501	0.000100914	9.49845E-05	0.000180451	0.000223246	0.000162515	0.00029967	0.000310542	0.000195798	0.000189961	0.000236489	0.000226655	0.000250306	0.000156321	0.000242809
K23393	0.000108519	0.000125699	0.000228522	0.000172991	0.000179004	0.000129329	0.000188668	0.000126393	0.00012612	0.000107225	0.000174833	0.000183225	0.00017488	8.68866E-05	0.000100607	9.42324E-05	0.000160134	0.000140221	0.000157906	0.000165085	0.00012406	0.000112967	0.000220754	0.000190561	0.000153618	0.000113492	0.000257529	7.6126E-05	0.000145666	0.000147431	0.000146977	0.000107514	0.000167578	9.24879E-05	0.000130388	0.000114786	0.000153074	0.000160247	0.000164485	0.000120264	0.000121869	0.000125859	0.000134441	0.000157313	0.000223114	9.75125E-05	0.000223154	0.000133308	0.000202362	0.000129052	0.000207296	0.000150986	0.000234904	0.000143593	0.00015363	5.00132E-05	5.94343E-05	0.00014177	0.000181285	6.18533E-05	0.000171939	9.40934E-05	0.000127358	0.000132138	0.000152005	6.87154E-05	6.65901E-05	0.000128908	7.2292E-05	0.000112441	1.5387E-05	0.00020932	0.000110409	0.000123493	5.68354E-05	3.41575E-05	0.000139383	7.39573E-05	0.000122715	0.000149258	0.000107834	0.000118654	0.000231907	0.000142033	0.000170092	0.000139128	8.69946E-05	0.000278229	9.54143E-05	0.000114827	0.000163143	0.000143514	0.000242485	0.000104444	0.000138959	0.00010977	0.000144744	9.84193E-05	0.000143496	9.13469E-05	0.000126237	0.000113243	0.000133536	0.000240479	0.000184868	0.000156634	0.000172318	0.00014344	0.000136605	6.3566E-05
K23352	0.000106081	0.00024754	0.000149843	0.000244714	0.000182158	0.000172315	0.000133031	0.000107032	0.000139393	0.000165861	0.000220933	0.000218542	0.000217122	0.000133909	0.000231683	0.000189996	0.000247582	0.000187662	0.000223574	0.000254954	0.000173926	0.000178717	0.00019299	0.000212145	0.00038902	0.000237461	0.00016773	0.000214387	0.000160888	0.000220739	0.00021602	0.000257283	0.000241744	0.000231833	0.000268665	0.000211698	0.00021714	0.000241445	0.000261931	0.000285654	0.000234909	0.000192351	0.000151819	0.000262347	0.000250316	0.000206674	0.000213251	0.000152104	0.00031101	0.000283911	0.000251097	0.000216241	0.000275724	0.000225804	7.98621E-05	9.71299E-05	0.00011935	0.000185172	9.73396E-05	0.000160481	0.000116671	0.000247665	0.000121074	0.000250076	0.000112132	7.80239E-05	0.000119902	0.000216761	6.91738E-05	0.000285706	7.06313E-05	0.000211219	9.07839E-05	0.000239671	0.00010721	0.000174776	9.31093E-05	0.000157183	9.04612E-05	0.000236151	6.98148E-05	0.000185394	0.000226345	0.00017472	7.11449E-05	0.0002333	8.94859E-05	0.000199567	0.000147018	0.000152973	0.000203418	0.000291738	0.000232478	0.000270054	0.000230353	0.000215719	0.000197378	0.000101482	0.000250144	0.000129861	0.000147624	0.000161473	0.000261968	0.000230009	0.000219355	0.000139889	0.00020675	0.000272436	0.000130852	0.00015374
K23351	0.00059714	0.000689825	0.000576227	0.000712258	0.000685951	0.000668673	0.000621889	0.000740489	0.00068749	0.00078641	0.000623223	0.000595718	0.000627011	0.000706182	0.000617386	0.000680158	0.00065647	0.000784641	0.000608452	0.000640072	0.000649654	0.0006762	0.000646647	0.000621087	0.000656328	0.000773534	0.000567432	0.000749344	0.000674079	0.000641008	0.000687476	0.000691254	0.000649831	0.000688517	0.000676075	0.000744389	0.000668434	0.000708951	0.000664183	0.000718681	0.000658162	0.000753792	0.000657334	0.000672681	0.000577621	0.000644161	0.000621245	0.000738135	0.000681406	0.000626075	0.000663224	0.000656907	0.000663337	0.000731895	0.000704766	0.000879156	0.000642347	0.000669774	0.00064103	0.000803617	0.000681077	0.000723331	0.000690166	0.000622341	0.00063583	0.000838386	0.000604327	0.000710951	0.000683559	0.000737506	0.00076225	0.000701586	0.000627563	0.000682811	0.000680934	0.000843655	0.000699797	0.000747171	0.000662905	0.000772104	0.000669058	0.000664465	0.000585875	0.000764293	0.000681482	0.000723541	0.000692069	0.000519971	0.000617923	0.000806791	0.000679883	0.000638059	0.000664433	0.000824798	0.000653222	0.00072984	0.000662104	0.000836214	0.000689869	0.000798719	0.000563773	0.000717511	0.000617787	0.00051225	0.000626429	0.000603036	0.000571898	0.000583737	0.000638174	0.000720794
K23257	0.000155072	0.000130952	0.000102047	0.00018736	8.89954E-05	7.41097E-05	8.50491E-05	0.00020346	9.50163E-05	0.000209152	4.80428E-05	0.000108218	0.000186888	0.000174077	0.000129818	0.000144168	0.000111909	0.000121888	0.0001036	0.000203416	0.000156442	0.000264334	0.000107971	7.71088E-05	0.000105882	0.000133194	0.000104414	0.000162517	9.03892E-05	0.000198165	8.3139E-05	0.000135643	6.35341E-05	7.385E-05	0.000124803	0.000189902	0.000124229	0.000201226	0.000121457	0.000233705	0.000135498	7.45974E-05	7.60564E-05	0.000103816	0.000161015	0.000138693	7.79858E-05	0.000123236	0.000116908	0.000259335	0.000122644	0.000226454	0.0001243	0.000161575	0.00013742	0.000208707	0.000225253	0.000212934	0.000177105	0.000158108	0.000155076	0.000163316	0.000156971	0.000238309	0.000249252	0.000220915	0.000210146	0.000111338	0.000222442	0.000140322	0.000172325	8.40349E-05	0.000220613	0.000205656	0.000212739	0.000160471	0.00015943	0.000151271	0.000188485	0.000178402	0.000210431	0.000289113	0.000154401	0.000213435	0.000140598	0.000158047	0.000196674	0.000414435	0.000107758	0.000151117	8.10782E-05	8.30565E-05	6.36929E-05	0.000132773	0.00014348	0.000183995	0.000177498	0.000292552	0.000122853	0.000172317	0.000256676	0.000155368	0.000111529	0.000131478	6.90543E-05	9.48172E-05	0.000130501	0.000181132	0.000188775	0.000282678
K23242	0.000559568	0.000529908	0.000533514	0.000397325	0.000372666	0.000315799	0.000428514	0.000368203	0.000405379	0.000463298	0.000479102	0.0005278	0.000499193	0.000522293	0.000474393	0.000531761	0.000494742	0.000577633	0.000506631	0.000410978	0.000274464	0.000226551	0.000422848	0.000289949	0.000416136	0.000466596	0.000421151	0.000335756	0.000582191	0.000528832	0.000380345	0.000436601	0.000534	0.00035887	0.000404998	0.000391839	0.000333783	0.00040806	0.000370654	0.000362698	0.000389796	0.000550389	0.000397262	0.000393387	0.0005088	0.000436858	0.000559669	0.000485158	0.000419329	0.000463598	0.000444871	0.000450803	0.000406936	0.000318909	0.000366347	0.000222644	0.000337783	0.000333148	0.000398736	0.000209779	0.000462634	0.000376757	0.000317384	0.00040657	0.000333142	0.000331792	0.000443709	0.00042652	0.000396251	0.000218937	0.000570668	0.000529967	0.000420556	0.000355148	0.000337766	0.000366587	0.00037549	0.000351664	0.000393407	0.000256596	0.000382974	0.000385509	0.000439822	0.000324642	0.000404167	0.000394198	0.000453786	0.000391357	0.000403707	0.000358285	0.000374183	0.000467025	0.000302254	0.000237976	0.000387522	0.00036992	0.000300339	0.000353829	0.000408201	0.000413097	0.000491336	0.000554224	0.000557551	0.000530123	0.000497556	0.000456425	0.000482229	0.000330613	0.000594069	0.000484309
K23237	0.000457938	0.000477256	0.000490739	0.000411755	0.000427269	0.00051316	0.000388737	0.000181152	0.000210208	0.000297112	0.000482756	0.00049685	0.00036862	0.000266811	0.000482825	0.000322727	0.000495857	0.000362782	0.00049382	0.000672761	0.000361219	0.000291429	0.00052483	0.000423317	0.000556691	0.000364044	0.00043445	0.000546924	0.000534257	0.000355695	0.000378619	0.000482955	0.000644217	0.000334337	0.000544713	0.00055871	0.000337539	0.00046399	0.000458422	0.000473033	0.000503252	0.000261164	0.000438714	0.000609139	0.000377891	0.000411379	0.000705442	0.000375951	0.000561713	0.000411062	0.000462479	0.000340141	0.0008054	0.000507123	0.000370528	0.000250599	0.000493378	0.000442322	0.00047905	0.000385235	0.000536929	0.000415136	0.000418347	0.000688812	0.00034632	0.00028966	0.000458518	0.000438341	0.00042133	0.000547253	0.00041857	0.000229295	0.000579125	0.00044872	0.000387167	0.000541545	0.00032064	0.000458123	0.000328395	0.000507543	0.000289816	0.000410665	0.000386616	0.000345116	0.000389526	0.000708583	0.000319468	0.000677157	0.000394444	0.000357948	0.000447002	0.00059449	0.000483493	0.000496524	0.000385123	0.000464872	0.000388567	0.000268299	0.000315211	0.000222655	0.000626054	0.000367752	0.000579227	0.000468612	0.000432326	0.000267267	0.000571498	0.000666348	0.000315152	0.000488882
K23144	0.000419415	0.000450011	0.0003631	0.000349123	0.00031105	0.000397791	0.000353605	0.000399331	0.000387127	0.000289448	0.000394026	0.00042367	0.000322703	0.000368699	0.000346046	0.000376842	0.000342814	0.000286973	0.000325441	0.000405829	0.000349165	0.000294986	0.000439095	0.000485589	0.000365141	0.000294046	0.000300698	0.000386459	0.000472532	0.000339711	0.000363929	0.000409473	0.00042136	0.000344927	0.000398011	0.000394894	0.000334548	0.000323225	0.00032594	0.000296321	0.00035369	0.000303509	0.000376668	0.000373058	0.000468087	0.000380025	0.00040848	0.00039259	0.00032364	0.000355448	0.000434641	0.000409179	0.000477171	0.000309508	0.000260795	0.000286595	0.000218163	0.000306194	0.000251002	0.000285944	0.000267512	0.000322029	0.00021708	0.000443917	0.000239644	0.000295146	0.000388016	0.000369885	0.000117209	0.000319937	0.00028903	0.000337368	0.000221681	0.000339927	0.00020437	0.000248032	0.000294749	0.000371877	0.000276318	0.000429528	0.000359781	0.000381501	0.00031633	0.000352999	0.000304892	0.000460162	0.000267308	0.000278923	0.00032412	0.000330378	0.000422024	0.00045236	0.000297623	0.000236793	0.00033551	0.000359478	0.0003851	0.000259366	0.000389855	0.000394065	0.000306036	0.000412876	0.000435862	0.000455551	0.000406801	0.000450382	0.000406517	0.000455381	0.000429371	0.000331627
K23107	0.000156767	0.000153609	9.71335E-05	0.000101158	0.000177774	7.11045E-05	6.31103E-05	6.27849E-05	5.2841E-05	0.000123343	0.000102825	0.000119652	0.000111134	0.000178403	9.38577E-05	0.000184832	0.000163843	0.000101377	0.000125201	0.000116195	7.87262E-05	6.19171E-05	0.00011272	9.27758E-05	0.000125599	9.71376E-05	9.98818E-05	0.000157395	9.57076E-05	0.000131521	8.8855E-05	0.000108654	0.00019343	0.000126317	0.000125401	0.000114318	0.000129874	0.000213771	0.000109827	0.000124088	0.000116541	0.000127609	7.69046E-05	0.000129629	0.000141463	0.000151933	0.000135474	0.000139818	0.000144506	0.000129599	7.37775E-05	9.33804E-05	0.000150557	0.000132698	8.23368E-05	4.61779E-05	8.822E-05	8.29321E-05	0.000107848	6.39453E-05	7.6654E-05	0.000103123	8.07778E-05	0.000120013	0.00010075	6.03487E-05	7.37863E-05	0.000125071	9.63885E-05	7.14458E-05	0.000338321	0.000148099	0.000148335	0.000133753	0.000103516	7.23523E-05	7.72171E-05	0.000146738	0.000101565	0.000134026	5.84367E-05	0.000102596	0.00011845	9.55013E-05	0.00012016	0.000175307	9.09015E-05	0.00017648	0.00013027	0.000100297	0.000122967	0.000201794	7.15955E-05	9.09687E-05	9.74174E-05	0.000134825	9.31513E-05	0.000105146	0.00014106	0.000136921	0.0001133	0.000191032	0.000169481	0.000118593	0.000116684	0.000135207	0.000117405	9.16463E-05	8.63832E-05	0.000102002
K23060	0.000289699	0.000384137	0.000365983	0.000219171	0.000290436	0.000200151	0.000115061	0.000130113	0.000233456	0.000313709	0.000245163	0.000231839	0.000254299	0.000431392	0.000197478	0.000373983	0.000212765	0.000153854	0.000214016	0.000297422	0.000119347	0.000181129	0.00021309	0.000204241	0.000269759	0.000201205	0.000196347	0.000263012	0.000421174	0.000293519	0.000213113	0.000264375	0.00042053	0.000195597	0.00027472	0.000258885	0.00026313	0.000233161	0.000235848	0.000176208	0.000230034	0.000171101	0.000154412	0.000279988	0.000355331	0.00030864	0.000380097	0.000319481	0.000279362	0.000181827	0.00023942	0.000213314	0.000301497	0.000292578	0.000178067	7.00965E-05	0.000127331	0.000197323	0.000209244	0.000121455	0.000254532	0.000154078	0.000191231	0.000195596	0.000146423	0.000177599	0.000288796	0.000203595	0.000154088	0.000217089	0.000115005	0.000259787	0.000179235	0.000265828	9.31275E-05	0.000102619	0.000231508	0.00027107	0.000139442	0.000184291	0.000151853	0.000132518	0.000206788	0.000164012	0.000217926	0.000182067	0.000201181	0.000336349	0.000211473	0.000146408	0.000256965	0.000300886	0.000192795	0.000194735	0.000130571	0.000174838	0.000189107	9.90001E-05	0.000290594	0.000283476	0.000164188	0.000400492	0.000296249	0.000213882	0.000282484	0.00025289	0.000176323	0.000210255	0.000321081	0.00020521
K23059	0.00027544	0.000348809	0.000324599	0.000222857	0.00026735	0.00016625	0.000134952	0.000153992	0.000102313	0.000274237	0.000190215	0.000212061	0.000239771	0.000286079	0.00020072	0.000335554	0.000202742	0.000143619	0.000187748	0.000236194	0.000153701	0.000133859	0.000216261	0.000176812	0.000244204	0.000169712	0.000188209	0.00027874	0.000228368	0.000315862	0.000167911	0.000234992	0.000385339	0.000170275	0.000228836	0.00021633	0.000212999	0.00022161	0.000224404	0.000217958	0.000195123	0.000105726	0.000161876	0.000273771	0.000335987	0.000300387	0.000296385	0.000263383	0.000305688	0.000274958	0.000237179	0.000187367	0.000282663	0.000219955	0.000207254	7.67222E-05	0.000130397	0.000170515	0.000210496	9.81768E-05	0.000258055	0.000186711	0.000191611	0.000234258	0.000144614	9.48284E-05	0.000134447	0.000157601	0.000140657	0.00019012	0.000177038	0.000237173	0.000191392	0.000234274	0.000107727	0.000124832	0.000134283	0.000266847	0.000184235	0.00016469	7.53617E-05	0.000203842	0.000197686	0.00017763	0.000172525	0.000165014	0.000132506	0.000141979	0.000203686	0.000130903	0.000193796	0.000292767	0.000175752	0.000176847	0.000115858	0.000147103	0.000225817	0.000117954	0.000307248	0.000255891	0.000229264	0.000334382	0.000275494	0.00016959	0.000203891	0.000256727	0.000155091	0.000213138	0.000182121	0.0002079
K23005	0.000139517	0.000131838	0.000133491	0.000198728	0.000151854	0.000190751	0.000205609	0.000253362	0.000212556	0.000215118	0.000119106	0.000145768	0.000161786	0.000158827	0.000154104	0.000134809	0.000128086	0.000105216	0.000137026	0.000144104	0.000202576	0.000237914	0.000192806	0.000279575	4.18751E-05	0.000115498	0.000157461	0.000200158	0.000106292	0.000137175	0.000126626	0.000184947	0.000144892	0.000229839	0.000173539	0.000224414	0.000193426	0.00017298	0.000158179	0.000171467	0.00011517	0.000104346	0.000151322	0.000131813	7.63607E-05	0.000181572	8.50708E-05	0.000195717	0.000106948	0.000122522	0.000101775	0.000152396	0.000121872	0.000192167	6.74693E-05	0.000294909	0.000143228	0.00022766	0.000100633	0.00028916	0.000116303	0.000186172	0.000101202	0.000154415	0.000177481	0.000274646	0.000109707	0.000170629	0.00013597	0.000213177	6.2256E-05	0.000160077	0.000141077	0.000182637	0.000103193	0.000185208	0.000126535	0.000248735	0.000153987	0.00028872	0.000138564	0.000183892	0.000179921	0.000255632	9.02634E-05	0.000156609	0.000148958	0.000122157	0.000171661	0.000198992	0.000196948	0.000151196	0.000191457	0.000177019	0.000196208	0.000197639	0.00021804	0.000275274	0.000172362	0.000252776	0.000149493	0.000182815	0.000110811	0.000148319	0.000125339	0.000228428	0.000159716	0.000201426	0.000117653	0.000146346
K23004	0.000131346	0.000130196	0.000120404	0.000182164	0.000149038	0.000178323	0.000221694	0.000244539	0.000202441	0.00020636	0.000115827	0.000140414	0.000162248	0.00016509	0.000141064	0.000124919	0.000146405	0.000123207	0.000132372	0.00013746	0.00019884	0.000228447	0.000189443	0.000269593	4.10837E-05	0.000113896	0.000159535	0.000186474	0.000129305	0.000144284	0.000116471	0.000193599	0.0001381	0.000220291	0.000165177	0.000216686	0.000188392	0.000161335	0.000155319	0.000167058	0.000108351	9.35403E-05	0.000126154	0.000126083	8.94097E-05	0.000177419	0.000100629	0.000194136	0.000104358	0.000112069	0.000106159	0.000148854	0.000119649	0.000180378	6.62274E-05	0.000282772	0.000138834	0.000225855	9.50056E-05	0.000276865	0.000111188	0.000179909	0.000100246	0.000164678	0.0001737	0.000270941	0.000106651	0.000169067	0.000132212	0.000198042	4.02821E-05	0.000149235	0.000138253	0.000193742	0.000103193	0.000173936	0.000125048	0.000241709	0.000151823	0.000283991	0.000138176	0.000173912	0.000177783	0.00024568	8.61986E-05	0.000135338	0.000146811	0.000120687	0.000164186	0.000187106	0.000190217	0.000149616	0.000180779	0.000172534	0.000186185	0.000180962	0.000201156	0.000263567	0.000169781	0.000249386	0.000140456	0.000177609	0.00011581	0.000154952	0.000120795	0.000225535	0.000154447	0.000189002	0.000112223	0.000129206
K23003	0.000106798	0.000127902	8.0672E-05	0.000167201	0.00014083	0.000177594	0.000202717	0.000241192	0.000169817	0.00016299	0.00010381	0.000137763	0.000146329	0.000156735	0.000117888	0.000114368	0.000121224	0.000103476	0.000136286	0.000141665	0.000176662	0.000219324	0.000160359	0.000245568	1.94155E-05	0.000110958	0.000139922	0.000189876	9.98784E-05	0.000118453	0.000125717	0.000184074	0.000109056	0.000200526	0.000137012	0.000202494	0.000176609	0.000145186	0.000145684	0.000160457	8.18198E-05	9.49072E-05	0.00014984	0.000117748	7.63607E-05	0.000168844	8.32747E-05	0.000185815	6.34203E-05	0.000120496	9.93962E-05	0.000152027	8.49425E-05	0.000169634	6.62274E-05	0.000257847	0.000141816	0.000204271	9.50056E-05	0.000277442	0.000115564	0.000163775	0.000100246	0.000144531	0.000137474	0.000251426	9.49349E-05	0.000160213	0.000133615	0.000195893	4.02821E-05	0.000156936	0.00013949	0.000181634	0.000103193	0.00017074	9.39242E-05	0.000233556	0.000146676	0.000259117	0.000120707	0.00018262	0.00014468	0.000249281	8.61986E-05	0.000129619	0.000118311	0.000102919	0.000145568	0.000183888	0.000175428	0.00013123	0.000139936	0.000161521	0.000170511	0.000183006	0.000168961	0.000247625	0.000115523	0.000238855	0.000146368	0.000178944	8.24521E-05	0.000142743	9.41851E-05	0.000195907	0.000139553	0.000165012	9.88529E-05	0.000134361
K22927	0.000318298	0.000426605	0.000400464	0.000360256	0.000277337	0.000253723	0.000170702	0.000177089	0.000154906	0.00024458	0.000280796	0.000366367	0.000331206	0.000260728	0.000331783	0.000365179	0.000338013	0.000230331	0.000266475	0.000404963	0.000203265	0.000194501	0.000245113	0.000251303	0.000411155	0.000266568	0.000320346	0.000269644	0.000215565	0.000336184	0.000267354	0.000316002	0.00036621	0.000222064	0.000351366	0.000297299	0.000312276	0.000324169	0.000323712	0.000326043	0.000220889	0.000225164	0.000267958	0.000324472	0.000405769	0.000314303	0.000378673	0.000304035	0.000431229	0.000406429	0.000332426	0.000328352	0.000378341	0.000260973	0.000191368	0.000118634	0.000141274	0.000261773	0.000218014	0.000113561	0.000229859	0.000288819	0.000160748	0.000357753	0.000118328	0.00012362	0.000126848	0.000279726	0.000137641	0.000226286	0.000125718	0.000310708	0.000167785	0.000284582	0.000128998	0.000121965	0.000123487	0.000215774	0.000154658	0.00024913	0.000118527	0.000276502	0.000283859	0.00023034	0.00015658	0.000301259	7.54729E-05	0.000389657	0.000264909	0.000221789	0.000220374	0.000384052	0.000192851	0.000187282	0.000222486	0.000257427	0.000256749	0.000168833	0.000345899	0.000264852	0.000260603	0.000368372	0.000385727	0.000529368	0.000323364	0.000372196	0.000336109	0.000306342	0.000238017	0.00028586
